,Perpetuum FSH/C,Enocean Eco 100,Clarkson U prototype,Michigan U PFIG,U Texas prototype Induc Vib,Seiko Kinetic watch,AA battery harvester,Socket,Kinetic flashlight,MIDE Voiture,Bistable buckling harvester,Heel-impact shoe harvester,Innowattech road/rail,Piezo backpack straps,U Texas prototype Piezo Vib,WindTamer,Leviathan,Enviro Engergies,Four Seasons,Humdinger Wind Belt,Michigan U piezo flag,Nova Energy tuna turbine,Columbia Power Manta buoy,Wing Wave Generator,Solar heat engine w/ mirrors,Tracking system,Inflatable mat,Big Belly trash compactor,Transparent film on window,Seiko Solar watch,Seiko Thermic watch,Enocean ECT 310 Perpetuum,Micropelt TE-power probe,Micropelt TE-power ring,Micropelt STM-PEM,Solar powered Sterling engine,Solar/wind streetlamp,Kinesis wind/solar,Hymini wind/solar/crank,74 Chevy Tailgate Support-RBS,Air Compressor 22,B&D Cordless Screwdriver,B&D Elec. Polisher,B&D Weed Trimmer,Battery Op. Toothbrush,Bissel Hand Vacuum,Black & Decker Elec. Knife,Black & Decker Sander,Braun Hand Blender,Bubble Machine,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Corvette Vac 23,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,De walt sander,Dremel Electric Engraver-RBS,Durabuilt Hand Vacuum,Electric Can Opener,Electric Pencil Sharpener,Ertl Bumble Ball,F.Price Remote Control Car,Fisher Price Bubble Mower,Green Eagle Putting Cup,Hair Dryer,Hamilton  Elec. Mixer,Horseman Swimming Toy,Hot Glue Gun 21,Humidifier,Krups Cheese Grater,Mattel Bubble Extinguisher,Mini Pro Hair Dryer,Moen Kitchen Water Faucet,Mr. Coffee Coffee Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,OverRider Toy Car,Paint Sprayer,Pneumatic Air Ratchet,Portable Fan,Power Caulk 20,Presto Popcorn Popper,Presto Salad Shooter,Radio Controlled Truck,Real Power Tool Shop,Regal Ware Electric Knife,SKIL Power Screwdriver-RBS,Salon Series 795 Hair Dryer,Salton Sandwich Maker,Stamp Machine 17,Super Maxx Ball Shooter-RBS,Takka-1000 Pasta Machine,Tape Rewinder 22,Toy Solar Car,Upright Vacuum Cleaner,Wagner Paint Roller,West Bend Iced Tea Maker-RBS,West Bend Mixer,WestBend Food Processor,Wet/Dry Vacuum,bicycle brake 18
Tracking system,33.852621759621506,26.191601707417586,20.493901531919196,24.698178070456922,14.491376746189434,15.684387141358116,16.97056274847713,22.84731931759172,15.297058540778348,26.94438717061495,34.81379037105842,14.491376746189433,40.91454509095756,31.208973068654455,7.483314773547876,21.633307652783923,22.84731931759172,20.63976744055028,20.24845673131658,30.886890422961,28.178005607210732,21.63330765278393,26.191601707417586,28.17800560721073,11.224972160321823,0.0,18.654758106177624,31.304951684997047,36.19392214170771,13.038404810405286,25.21904042583698,17.54992877478424,25.21904042583698,25.495097567963917,26.191601707417586,25.37715508089903,19.287301521985906,31.400636936215143,40.6201920231798,50.56422802114668,48.11057233550943,47.53541956578585,48.32543832224878,51.238235840123856,48.20091248436662,50.00336627606407,49.270530710027764,48.44444889382698,50.694705543138305,50.88751987688461,51.72520996693,52.017151966816506,47.896005441174836,51.06448284430385,47.748612235465544,47.48474025906453,50.64569351479041,47.74811921959719,49.226365239502876,48.72458823216629,50.687309177584496,48.353260759811924,52.172021391977935,50.368300648089395,46.620610209169016,51.076238936136214,50.57120591961534,47.355210926458184,48.066647770458935,49.353503739353116,50.288250073481436,48.9034299680154,52.43174908158767,46.16164572905902,46.08742595922821,51.20397632924097,48.09910375476872,49.0315706063904,50.1730943000742,50.33507054180036,50.522330525541406,48.81306240191648,51.01363181461346,53.17894320123333,47.868075741170365,48.38682863510668,48.85429978544328,47.59588920790459,49.466874599157194,48.829141114904935,48.977827188426346,50.19823739901813,51.157276996425885,51.586937082018736,49.732124792477194,45.74324840715381,49.3895820501937,51.70587341998,48.34215125592077,50.62366991725425
Inflatable mat,32.771939216347874,24.779023386727726,19.89974874213239,24.8596057893121,15.297058540778343,14.071247279470276,9.48683298050513,18.055470085267785,7.483314773547873,26.720778431774768,34.35112807463533,15.297058540778343,40.3236903073119,31.20897306865446,15.937377450509217,5.999999999999975,14.071247279470283,9.486832980505133,14.832396974191319,27.20294101747088,24.207436873820395,5.999999999999981,24.77902338672773,24.207436873820395,13.190905958272907,18.654758106177624,0.0,30.78960863668131,34.899856733230294,11.916375287812976,23.748684174075834,17.549928774784235,17.99999999999999,21.166010488516715,24.779023386727726,15.874507866387534,16.12451549659709,29.563490998188943,38.96151947755631,49.28274488047936,46.6947794346204,46.366250354483455,47.16081639335669,49.70800179475307,46.79018143993002,48.77292536239071,47.933149108879824,47.07263922663909,49.24668977697285,49.28225976607946,50.200961052811714,50.634889645080115,46.25592857623785,49.63351100232813,46.53817834475091,46.09041587579899,49.27589199147166,46.2720650591527,47.95715826768123,47.39306605803284,49.26816303000441,47.08656914240035,50.7161364873135,49.10747066816689,45.033215911026126,49.48269754470324,49.252000956842686,46.10411499431656,46.41481042603265,47.93124672339005,48.718304862249276,47.525279930348646,51.05432553542632,44.711056146965966,44.737231302714825,49.756360718779284,46.906937992452974,47.36360349758502,48.425224152674666,48.99877857397352,49.22204646059872,47.47593525037705,49.42873462503642,51.59457335805772,46.614021294970236,47.161155661919764,47.50337108443844,46.67561131266666,48.172082856064705,47.51576156861946,47.49562861811588,48.799258940224696,49.61442202049014,50.17978773297992,48.35525809257055,44.299039308931825,47.94960544146208,50.18103716171995,46.9342191423666,49.22855031570191
Big Belly trash compactor,53.25410782277741,45.82575694955842,41.35214625627068,45.65084884205332,37.094473981982816,24.535688292770597,27.676705006196105,40.02499219237902,32.218007387174026,47.47630988187689,54.77225575051663,37.094473981982816,60.67948582511229,51.672042731055264,33.13608305156177,30.983866769659357,36.959437225152676,33.882148692194846,37.38983819167985,48.062459362791685,45.36518488885503,30.983866769659354,45.82575694955842,45.36518488885503,35.07135583350036,31.304951684997047,30.78960863668131,0.0,55.26300751859242,29.69848480983499,15.491933384829666,39.19183588453085,40.02499219237902,42.684891940826105,45.82575694955841,37.94733192202057,23.66431913239847,14.2126704035519,18.601075237738264,69.98330921074586,67.52346862129461,67.28430692645757,67.99936695430209,70.41502824396869,67.66787419008863,69.49168775260985,68.74610442532642,67.93643301648417,69.97261312591036,70.00496834190432,70.86461925623912,71.37765016967025,67.10073596501704,70.35022823594437,67.41429176305206,67.05643143033856,69.97051950671242,67.15996884828438,68.7589846906068,68.26184396294,69.96801110322107,67.88274457033921,71.40446953985081,69.82696522990645,65.90666563221905,70.18096067553542,69.93518807963508,66.8850114370351,67.24546416468579,68.7548663797482,69.47789584483453,68.34203550287293,71.80331279789633,65.62565655533423,65.72170719271475,70.44046114590122,67.73596818789181,68.21960820635238,69.14994762646874,69.70289328886943,69.93457907430484,68.35711546309814,70.12784090392327,72.33256528010052,67.43815274603743,67.97623760914128,68.29827560259665,67.47004257105388,68.90134891456854,68.2951418107882,68.32050060901194,69.52492694971335,70.33848757048284,70.89464265490675,69.11077268908534,65.26422468914674,68.77139555124741,70.8505064366638,67.71279673703933,69.90390641392874
Transparent film on window,6.4807406984078595,16.970562748477132,22.583179581272418,18.16590212458495,28.071337695236394,40.84115571332426,37.868192457522966,24.331050121192863,32.92415526630865,15.491933384829672,7.615773105863906,28.071337695236398,13.416407864998739,12.806248474865699,33.49626844888845,36.74234614174765,28.982753492378873,31.937438845342623,27.202941017470877,15.620499351813304,18.547236990991408,36.74234614174765,16.970562748477132,18.547236990991408,30.789608636681294,36.19392214170771,34.899856733230294,55.26300751859242,0.0,35.77708763999662,49.050993873722895,25.337718918639844,26.038433132583073,21.447610589527212,16.970562748477136,30.692018506445606,42.87190222045204,54.31390245600107,62.9285308902091,19.906085025896893,17.373854627304226,17.474017046870454,17.84371570210274,20.30000048572785,17.734193037588945,19.29621112135468,18.36710973696775,17.731931057955396,19.7075721353902,19.96243463234741,20.91542842581757,21.517786944643237,16.643704461687392,20.289415594972713,17.25535765519606,17.123123879811455,19.790333965466424,17.251817055413635,18.45572973276008,18.012416740077057,19.84894708709163,17.578287159684695,21.595771129890853,19.735268830043097,15.780748165397776,20.134918488045393,19.803084975538923,16.462043595541473,17.26422944560211,18.572625202035955,19.15467907278921,18.13016663013867,21.894578849615506,15.487504498018206,15.818788464180738,20.390916845996138,17.33096768000886,17.981951250680787,18.96361709823255,19.54518855933298,19.765615840464307,18.130463333168027,20.075522398976226,22.583179581272432,17.147667155780322,17.821650354878862,17.97204036387388,17.144244717493628,18.680090562643855,17.94360408319145,17.979930745044996,19.35225476171658,20.373943118510912,20.965332975209318,18.81570722617811,14.96015416479144,18.42759581298976,20.928493335253897,17.394577682243717,19.913224708625474
Seiko Solar watch,33.55592347112502,25.690465157330244,20.44504830026086,25.09980079602225,15.2315462117278,12.649110640673497,8.366600265340741,19.595917942265416,8.48528137423856,27.129319932501055,34.89985673323029,15.2315462117278,41.03656905736637,31.559467676118985,10.099504938362061,15.033296378372894,18.439088914585763,15.2315462117278,16.24807680927191,28.98275349237887,25.922962793631424,15.033296378372897,25.690465157330248,25.922962793631424,12.649110640673502,13.038404810405286,11.916375287812976,29.69848480983499,35.77708763999662,0.0,23.02172886644267,17.832554500126992,21.587033144922888,22.80350850198275,25.69046515733024,20.832666655999642,16.062378404209,29.291637031753595,38.78143885933062,50.38615930158266,47.76690033841942,47.41071789091259,48.22598154483417,50.93251542205297,47.890675059864485,49.833284035850795,49.07734701439094,48.12846347219042,50.434064004871246,50.45966234022864,51.41806023543145,51.74968898447717,47.50599049420539,50.80879265724796,47.58135957055718,47.16527850588252,50.42370376692525,47.42500547693792,49.0669138208445,48.53961376430195,50.40414325675953,48.09106161559044,51.87438761422193,50.19114158232856,46.20909253657174,50.63259592476894,50.37462886422574,47.14412296980434,47.65325071269391,49.118085995938564,49.86171539419831,48.58084856759187,52.185942388750924,45.8801486385577,45.84193786700304,50.938897828195856,47.94274472047659,48.61792803280439,49.7108726833523,50.1323230470587,50.335453407620115,48.62447680413325,50.57464996195829,52.78257288158659,47.64348425088844,48.19222508464414,48.55566961841041,47.623425752996106,49.26435330336932,48.596560412536995,48.6271682824574,49.87900448484872,50.7325691043678,51.273279251085704,49.45174153697873,45.468943568840835,49.07296666557543,51.39860813654837,47.999998352934405,50.38951340346871
Seiko Thermic watch,47.0319040652194,39.49683531626301,35.014282800023196,39.44616584663205,30.7896086366813,17.0293863659264,20.445048300260872,33.49626844888846,25.57342370508884,41.25530268947254,48.57983120596449,30.7896086366813,54.424259296751124,45.49725266430931,26.944387170614952,23.664319132398475,30.166206257996716,26.981475126464083,30.822070014844883,41.64132562731404,38.910152916687444,23.66431913239847,39.49683531626301,38.910152916687444,28.809720581775863,25.21904042583698,23.748684174075834,15.491933384829666,49.050993873722895,23.02172886644267,0.0,32.863353450309965,33.31666249791537,36.19392214170772,39.496835316263,30.983866769659343,15.491933384829668,13.638181696985837,25.179356624028326,63.54805610519506,61.07267936331327,60.803728902033484,61.533555712722865,63.94940022981106,61.201058695751406,63.06008227683622,62.270503820398616,61.46709935017913,63.50994200033826,63.562428827228615,64.41149347018018,64.921251865193,60.617476597528785,63.89658959058147,60.943381554399224,60.55812288348627,63.52358653430301,60.68483435223659,62.293569871165936,61.77218437689626,63.52262265997482,61.448055956877475,64.95073725730511,63.39296138020991,59.43862752125246,63.73344725354823,63.496326761321974,60.4536650372275,60.76822025907087,62.267399358974664,63.01632628094831,61.88420098183049,65.32775618948305,59.14144314451305,59.23197604890988,63.98943209205103,61.286033418958525,61.745344083398585,62.694904561427535,63.256268173849136,63.49390688000187,61.86466149682505,63.68087752694205,65.84831053261732,61.002405405014805,61.52300579426187,61.85308116597475,61.03804741709573,62.4559555266217,61.85568403833013,61.86058080973693,63.086679335188165,63.89337095417518,64.44664794692919,62.65947536045042,58.76814613087778,62.29867089109281,64.3959664191715,61.28068370016149,63.457944681387445
Enocean ECT 310 Perpetuum,22.93468988235942,14.491376746189431,7.483314773547873,13.490737563232027,7.483314773547876,23.874672772626624,20.736441353327702,10.4880884817015,14.628738838327783,15.811388300841884,24.166091947189134,7.48331477354788,30.56141357987224,20.639767440550276,14.49137674618944,20.199009876724134,10.862780491200207,14.282856857085685,7.348469228349518,19.33907960581371,16.43167672515497,20.199009876724137,14.491376746189433,16.431676725154965,11.224972160321816,17.54992877478424,17.549928774784235,39.19183588453085,25.337718918639844,17.832554500126992,32.863353450309965,0.0,13.266499161421587,13.490737563232027,14.49137674618943,13.856406460551005,26.532998322843195,38.652296180175355,47.7283982551269,39.85811608717736,37.2388788569028,36.67838879278708,37.527018719415345,40.44571653853416,37.323948919940605,39.2905966613336,38.45468425594701,37.58397759244917,39.907962370202746,40.09245980298106,40.958391125356094,41.30710013110764,36.90483357544227,40.31862764128155,36.921521584332616,36.55465851940461,39.896505659992364,36.813581073112715,38.42677163013318,37.87258033642756,39.92135353504575,37.56290384733814,41.437701179683266,39.6694081994694,35.621737231369146,40.27346891963507,39.839086699589686,36.5205050522036,37.08009691031562,38.51964531789414,39.45461733809529,38.07343551091602,41.718125799867295,35.169084921406885,35.14446978401765,40.44038696597071,37.30172592879657,38.121385867090126,39.287714429232246,39.58969041723894,39.798877321249385,37.944660710253174,40.21281905596501,42.426406871192846,37.062971988482964,37.59481628581096,38.04532061345647,36.88145666042409,38.725287169080964,38.04036091798494,38.12186129078861,39.43664247399054,40.38959484741425,40.861694087156245,38.942737167380876,34.71306275176721,38.54104729038895,40.93396882269845,37.519668683351256,39.893172077544286
Micropelt TE-power probe,23.87467277262664,15.165750888103094,9.797958971132708,16.062378404209003,16.431676725154972,25.09980079602225,21.633307652783923,5.099019513592785,18.220867158288584,17.832554500127003,25.65151067676132,16.431676725154976,31.559467676118995,22.62741699796951,22.36067977499789,19.13112646970897,9.486832980505127,14.071247279470285,10.583005244258352,17.204650534085246,13.784048752090209,19.13112646970897,15.165750888103094,13.78404875209021,19.442222095223563,25.21904042583698,17.99999999999999,40.02499219237902,26.038433132583073,21.587033144922888,33.31666249791537,13.266499161421587,0.0,9.999999999999988,15.165750888103092,10.677078252031302,26.41968962724581,38.47076812334267,47.30750469005948,40.046662032405514,37.36748280124075,36.98966783967496,37.813218080260114,40.37028391227454,37.43345644332478,39.54194156610746,38.56124922868422,37.71076001678635,39.91560687020076,40.01980649742325,40.898726553731606,41.375017212920184,36.79083420442582,40.34839723530925,37.17412508324319,36.638890705146856,39.98965117087133,36.885079726443045,38.61250233444512,37.977464931059,39.98441454045208,37.82644378366138,41.436863612300144,39.883179844266856,35.68087263877864,40.1922249013442,39.98798655749997,36.8134707528985,36.998820305222246,38.52791806609859,39.38644791083546,38.19925397417429,41.743791824381326,35.271425595958085,35.43024131703196,40.4583577459747,37.60299975594695,37.989074672858855,39.08505045805059,39.71364371856212,39.96740451285515,38.04965294743335,40.13987974278703,42.26109321823088,37.34903627120512,37.85025293267337,38.21379415264185,37.42682959240397,38.891841232267645,38.243907708117185,38.16275304282933,39.54304707675291,40.35638392323769,40.92309143383708,39.05249558409574,34.820912258374925,38.582301448821525,40.87426860161427,37.66945888352919,39.949744468190026
Micropelt TE-power ring,19.13112646970898,9.48683298050513,9.999999999999988,10.488088481701508,16.67333200053306,27.7488738510232,24.494897427831766,8.48528137423856,19.595917942265416,12.489995996796784,20.92844953645634,16.67333200053306,27.2763633939717,17.776388834631163,22.62741699796952,22.93468988235941,14.071247279470281,17.720045146669346,12.649110640673511,12.649110640673515,8.485281374238564,22.934689882359415,9.486832980505131,8.485281374238562,19.697715603592194,25.495097567963917,21.166010488516715,42.684891940826105,21.447610589527212,22.80350850198275,36.19392214170772,13.490737563232027,9.999999999999988,0.0,9.486832980505127,15.937377450509219,29.631064780058107,41.56921938165304,50.438080851673966,35.967699085011745,33.16411061253067,32.807878995696335,33.64382152974056,36.362688227107085,33.252116564295335,35.42081810392469,34.460962275333166,33.51809101064457,35.87422717066496,35.96539435042451,36.89759463966148,37.331566242500536,32.66103776440801,36.318677284385686,32.97739122505902,32.46398065456477,35.930224281644584,32.747827714641645,34.48607270955945,33.85856845864667,35.910725237742575,33.61334729714624,37.41531997745299,35.791404346753275,31.546821473450503,36.12647801516705,35.91289022516976,32.58231790120816,32.931123837914754,34.461279749697965,35.297153983787254,34.02425801918994,37.7276103537188,31.154174154764327,31.290749481265234,36.42448962568118,33.40445884387616,33.91363083740241,35.055702171350376,35.64274316323949,35.88821272542635,33.92185893607899,36.07139379984031,38.28837943815329,33.13292340536024,33.66406043208209,34.0372269494834,33.19009114676619,34.790124355049095,34.08806459690809,34.02443879609032,35.426777820337456,36.28510776807737,36.85581749171415,34.93210726468311,30.68313908102964,34.45584027689772,36.87048264116942,33.48409929352468,35.91642506131647
Micropelt STM-PEM,14.42220510185595,1.9206557332534355e-14,11.224972160321812,9.591663046625431,17.549928774784238,30.98386676965932,27.892651361962688,13.114877048603985,22.671568097509258,6.324555320336753,16.12451549659709,17.54992877478424,22.93468988235942,12.727922061357845,23.366642891095847,26.832815729997456,18.439088914585767,21.633307652783927,16.43167672515497,9.273618495495699,4.898979485566352,26.832815729997456,1.3196367921342954e-14,4.898979485566349,20.49390153191918,26.191601707417586,24.779023386727726,45.82575694955841,16.970562748477136,25.69046515733024,39.496835316263,14.49137674618943,15.165750888103092,9.486832980505127,0.0,20.493901531919185,33.166247903554,44.96665431183421,53.81449618829485,31.774449090459473,28.962885327464154,28.52833781392958,29.344984990487536,32.260352866110026,29.100694716062034,31.197944584581744,30.234845787719376,29.346823158177667,31.72797942461093,31.903049594492497,32.80486467993186,33.221165514144836,28.488054809777715,32.18849918707606,28.730920470041134,28.35016381069058,31.76145199909149,28.619539543001068,30.226694912453013,29.606037788733417,31.76630030983561,29.371281636113068,33.32349810952498,31.594052042053537,27.395560674536604,32.07537817455103,31.724317167236077,28.269608324171084,28.819808396643953,30.27803054139883,31.216756392639873,29.83483305348553,33.628667853897994,26.98327983770175,27.063892723236627,32.289443746856996,29.100515265340942,29.784205858998117,30.98650254779456,31.458493018522407,31.69438754348652,29.658201866235267,32.01688547565038,34.292856398964496,28.851296430343666,29.4012581569973,29.832436715289365,28.781881928088893,30.59665021071866,29.85225429233109,29.851513737249682,31.28558882874405,32.23365723316535,32.75709874666064,30.756725839604517,26.485226495418704,30.281569635677478,32.774367219957746,29.28817168503431,31.780451464644813
Solar powered Sterling engine,28.6356421265527,20.49390153191919,15.937377450509215,21.26029162546929,16.8522995463527,23.53720459187962,19.849433241279193,12.727922061357852,17.378147196982752,22.93468988235942,30.331501776206196,16.8522995463527,35.80502757993631,27.386127875258293,22.583179581272418,15.491933384829649,4.690415759823423,11.313708498984752,9.27361849549569,22.045407685048595,19.02629759044044,15.49193338482965,20.49390153191919,19.02629759044044,19.748417658131476,25.37715508089903,15.874507866387534,37.94733192202057,30.692018506445606,20.832666655999642,30.983866769659343,13.856406460551005,10.677078252031302,15.937377450509219,20.493901531919185,0.0,23.664319132398465,35.74912586343894,44.474711915874174,44.05032388910986,41.48773571193554,41.071156762948526,41.87806342281822,44.308854095017075,41.53859349696676,43.57765375656126,42.57207962046795,41.79402370063753,43.881102635876864,44.030019941091766,44.83279131663614,45.32955927144918,40.87037527435993,44.312896618032376,41.25921496343114,40.73634740831101,43.97002825342121,40.97819217981679,42.64459475860966,42.00205979604771,43.97643261094275,41.94345350960546,45.37177834587795,43.90051241791437,39.776421777092715,44.17813340624654,43.98116021116885,40.960568855135065,41.051784634138535,42.51142362976179,43.39003893419226,42.26956203476124,45.64773519850178,39.378430566829756,39.50246986463818,44.41862197897617,41.70644326558591,42.05003249017151,43.09824197848356,43.7028815366804,43.97008975024736,42.08158344407925,44.12793266025104,46.130250378683186,41.49048714341026,41.92868146459918,42.29954193645485,41.544590458290024,42.90452046383978,42.32993511135954,42.23568896175334,43.57258353683538,44.35023006076125,44.89243427216848,43.080653485529986,38.942559312589204,42.61435252339737,44.81048066291015,41.787800291258975,43.9087073023358
Solar/wind streetlamp,40.84115571332428,33.166247903554,28.6705423736629,33.28663395418648,24.49489742783177,7.615773105863897,12.247448713915883,26.87005768508881,18.708286933869697,35.07135583350036,42.42640687119286,24.49489742783177,48.187135212627034,39.370039370059054,20.832666655999645,15.49193338482967,23.108440016582687,19.697715603592204,24.124676163629633,35.185224171518364,32.4037034920393,15.491933384829668,33.16624790355401,32.4037034920393,22.583179581272418,19.287301521985906,16.12451549659709,23.66431913239847,42.87190222045204,16.062378404209,15.491933384829668,26.532998322843195,26.41968962724581,29.631064780058107,33.166247903554,23.664319132398465,0.0,21.679483388678772,31.654383582688812,57.08806619085266,54.59235765725075,54.28636051726271,55.03492573916774,57.45237485871415,54.70098695230238,56.6043574896534,55.760240480423626,54.96407621389034,57.016303616635305,57.093512103232726,57.93001570676803,58.436024366342934,54.09665582138115,57.414229157630814,54.4380820442479,54.01858474794718,57.04926373164636,54.17413428024727,55.79587546498906,55.24424118553686,57.050193702235816,54.98781820873761,58.46878030425708,56.93443625686486,52.935926443798635,57.25851339583121,57.031890137248794,53.997096939875284,54.254960475387556,55.742500795739765,56.52377150251209,55.3956211775194,58.81934825168109,52.61837888145792,52.702098411660394,57.51031448774386,54.80688276218885,55.23640183906216,56.21020244750632,56.78219433699547,57.02724849992766,55.33333036966207,57.20659276129642,59.32958789676532,54.54064983659146,55.03990919711921,55.38007628345301,54.58094741247565,55.98300527159631,55.38975447448552,55.36941495780849,56.62281123115257,57.421449564363215,57.971462859099425,56.17936278751625,52.22998157232089,55.79197024238576,57.912750925736475,54.82354920622044,56.98478177939047
Kinesis wind/solar,52.36410984634417,44.96665431183422,40.69397989875159,45.055521304275224,36.68787265568826,23.664319132398443,26.608269391300123,39.012818406262305,31.62277660168377,46.79743582719034,53.944415837044694,36.68787265568826,59.598657703005344,50.95095681142797,33.04542328371659,28.87905815638729,35.49647869859768,32.526911934581165,36.4965751817893,46.77606225410599,44.15880433163921,28.879058156387288,44.96665431183422,44.15880433163921,34.813790371058396,31.400636936215143,29.563490998188943,14.2126704035519,54.31390245600107,29.291637031753595,13.638181696985837,38.652296180175355,38.47076812334267,41.56921938165304,44.96665431183421,35.74912586343894,21.679483388678772,0.0,19.131126469708978,68.56185719900019,66.15092386765374,65.85765680296164,66.5605830286292,68.86973586277513,66.25526902739708,68.08443445359967,67.25345840312629,66.50446074189752,68.4529636291247,68.56275938274165,69.39202058425145,69.89739507390962,65.59954696994035,68.87637678109567,65.98865810864088,65.60737714036686,68.51994195672894,65.76072978116743,67.29134396705372,66.76591905466603,68.52202106908476,66.51523903492705,69.93038035999966,68.42481167854845,64.492775351944,68.68948120025871,68.50446137608395,65.57282143047124,65.78399558905386,67.23131481275001,67.98867977556777,66.91178671644215,70.26298671155241,64.22557277502916,64.33017723335712,68.95947804916946,66.34319642170921,66.76468343294766,67.69277357888967,68.22113910281878,68.50330054325873,66.86045107429074,68.66550782857736,70.7530918052349,66.08935979571503,66.56164754761747,66.89365316842904,66.11224285637132,67.44604467675978,66.89807603806443,66.88938002690699,68.10088307189912,68.90145286631027,69.43694809901099,67.65393666181873,63.81535143445722,67.29423044137842,69.3776082087382,66.35818611235278,68.43249370423405
Hymini wind/solar/crank,61.04096984812742,53.81449618829485,49.69909455915671,53.94441583704471,45.8257569495584,33.58571124749332,36.24913792078371,48.00000000000001,40.987803063838385,55.641710972974224,62.62587324740471,45.8257569495584,68.1469001496033,59.6992462263972,42.26109321823087,38.07886552931954,44.49719092257398,41.71330722922841,45.60701700396552,55.425625842204084,52.91502622129181,38.07886552931954,53.81449618829485,52.91502622129181,43.99999999999999,40.6201920231798,38.96151947755631,18.601075237738264,62.9285308902091,38.78143885933062,25.179356624028326,47.7283982551269,47.30750469005948,50.438080851673966,53.81449618829485,44.474711915874174,31.654383582688812,19.131126469708978,0.0,77.04610264642736,74.69130215421754,74.39362019590298,75.06671473655184,77.34778092323273,74.78393924010119,76.58927144785781,75.72744087925861,75.02039461943409,76.92942169958708,77.0487312415675,77.86528591051119,78.34872514912155,74.12806779684472,77.35199478417577,74.51312456196906,74.14856032186587,76.99937541555947,74.31153470368591,75.7721298544886,75.25630485878855,76.99657497147777,75.03860460875195,78.38314821644367,76.93648988787491,73.06294413098928,77.15708256737793,76.99690079797102,74.13787003631239,74.3424521048504,75.69591583405051,76.47317037197179,75.41359171112249,78.68963638563244,72.80479256536756,72.9382880808002,77.43958991383553,74.86623589930227,75.26800187165605,76.18987193034768,76.69211255779749,76.99232467924534,75.35338704900929,77.13181559401694,79.15806970865322,74.62987995111087,75.07109913483718,75.39989004629443,74.64111323213312,75.93792037300072,75.40311585665772,75.39314647449054,76.60492391977047,77.39798123104934,77.91013304130773,76.14595562323909,72.40232397716197,75.77659752346175,77.852442157749,74.91088195872993,76.91412262458613
74 Chevy Tailgate Support-RBS,22.45317886552785,31.774449090459466,37.17057281883081,32.491803914279465,42.540420218397095,55.39697475162536,52.3431645708713,38.86763836160947,47.51575649009035,29.997071548650155,20.777183637348664,42.5404202183971,16.123406630628477,25.381341773965396,47.89283058074155,50.593864925238975,43.136447167987896,46.21440261017676,41.75776869215785,30.127056092359087,33.05536935402558,50.59386492523898,31.774449090459466,33.05536935402558,45.21841756073193,50.56422802114668,49.28274488047936,69.98330921074586,19.906085025896893,50.38615930158266,63.54805610519506,39.85811608717736,40.046662032405514,35.967699085011745,31.774449090459473,44.05032388910986,57.08806619085266,68.56185719900019,77.04610264642736,0.0,3.5398897946715566,3.632449644659103,2.850238761722732,1.8011830657924444,3.107668938570946,1.072061085326583,2.508393856824998,2.692171656908454,1.5081175922247487,1.855888631122543,1.7909854032816448,2.8217437520907196,3.8547640415161113,1.4376614088886268,3.790316685267146,3.98319128957306,1.0847036413078668,3.368084029417436,1.9369918684543617,3.2523632891586507,1.477514878769051,2.818005275649676,2.837693742059161,1.3812544275190861,4.85236748423414,2.408257411589873,0.9896470689531266,3.822585070296904,3.7221021402679875,3.5083429477397505,2.2720851456355025,2.2481442104440217,2.7266555117348434,5.4477810844096135,4.933519650685004,1.4318645319039836,3.037896197542493,2.786092671943406,2.2262465992281073,1.4107075731282466,1.003257759167605,2.81134454017299,2.1036778317587443,3.476314756742779,3.275110293985822,2.8770845972195667,2.4874415431993655,3.5855259367017673,3.327533345107831,2.2565320864912377,2.422476535597519,1.5426409243428132,2.155758791408083,2.0143453644829874,1.4263802930612477,5.831087153590574,2.1443263406201787,2.315093163452355,2.92873597854077,2.5289222813232586
