,Heel-impact shoe harvester,Innowattech road/rail,Piezo backpack straps,U Texas prototype Piezo Vib,WindTamer,Columbia Power Manta buoy,Inflatable mat,Transparent film on window,Seiko Thermic watch,Enocean ECT 310 Perpetuum,Micropelt TE-power probe,Micropelt STM-PEM,Solar powered Sterling engine,Solar/wind streetlamp,74 Chevy Tailgate Support-RBS,B&D Cordless Screwdriver,B&D Weed Trimmer,Bissel Hand Vacuum,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,Dremel Electric Engraver-RBS,Green Eagle Putting Cup,Hot Glue Gun 21,Moen Kitchen Water Faucet,Paint Sprayer,Pneumatic Air Ratchet,Power Caulk 20,Presto Popcorn Popper,Real Power Tool Shop,SKIL Power Screwdriver-RBS,Salton Sandwich Maker,Stamp Machine 17,Super Maxx Ball Shooter-RBS,Wagner Paint Roller,bicycle brake 18
Green Eagle Putting Cup,112.26556702430643,46.23331449597632,81.07060599802658,103.90970086694033,147.9415885132849,89.09346215412198,146.66604579864304,63.33335522109162,198.05491925708827,115.10649438889249,156.30096505802223,107.06212426276701,156.429414574601,165.1220291220554,34.8342289755528,39.44904960159844,27.75840204125688,37.981180744502055,31.75819976896239,29.831441445332516,31.360134319539327,35.73038846527115,29.760121279401375,0.0,39.147587715279855,30.43251434054652,33.51833987638565,36.91304220933515,31.303573737881457,31.12687464203458,28.285948654849683,40.8120248016733,35.054882701597556,35.32773937563955,43.30659817369867,32.12879286415708,33.81369495789701
Hot Glue Gun 21,114.96621264908684,52.77517855496322,83.67635920041808,112.44430524631268,163.6599722718147,96.87657051613522,160.16169662447123,80.44615409989055,198.22477304168987,119.44740708579471,155.7570557210407,113.10284678552907,159.05329049202942,164.94040159669154,48.09218354651526,52.385601422296745,38.02478719370416,41.314828243351485,46.249736006992364,43.90213161374316,32.56868319730494,43.47021253732348,35.98168000998134,39.147587715279855,0.0,36.74066699114091,42.1686784808299,50.307772966351685,41.91393808083969,35.60653302079501,42.27670430775447,48.4140800809146,31.580726688922603,36.73801795943407,45.55936165243022,39.45096218585725,41.92244341149159
Moen Kitchen Water Faucet,122.34934722935226,52.73904898642476,74.98461747013422,115.07560931783983,166.40917264261984,93.05394103256386,171.2082949825609,85.07808372999361,200.39916471074892,122.37614000914347,158.32104160044935,113.4399158549784,161.74035763868892,172.6510480703888,30.17806458548279,42.812160822590734,24.7075078483497,28.463926102780984,27.949599406334123,22.444951922717074,26.90036998849667,36.17869890425097,30.195529776499058,30.43251434054652,36.74066699114091,0.0,30.294119548293867,33.263626432475334,30.5364539985148,29.577628445086283,23.27772977345071,40.27546262190245,45.61436713224007,28.39059280737054,36.361569220923855,26.867050525592617,32.094111747824215
Paint Sprayer,123.85389067757744,57.165212773184464,82.86084170145455,116.96648312712472,160.61827746913013,88.6436766084625,162.8448453856886,81.30755267491834,199.0893358829529,125.36674065000224,159.16331064090997,118.37253644352195,167.77255618523589,175.18199225675016,38.82506925247962,46.97435486514315,34.8717879494836,38.473660260112666,35.92246093194368,36.868927723803694,37.97176172703534,40.182163822016776,40.56687802821606,33.51833987638565,42.1686784808299,30.294119548293867,0.0,41.08810810822159,40.37180108628923,37.094913691688355,34.7189513643016,46.31599859723317,51.84720742229867,36.218782471058404,50.0787059189761,20.110198027055525,44.65065228280991
Pneumatic Air Ratchet,127.73781135382308,53.63135740057288,87.38153901146501,110.12324546662485,151.9880688177825,102.9378561964303,166.8587242999025,90.09990874916697,196.73830530223154,119.95151281509042,159.3191140415311,109.30901423870083,147.4187115756949,151.84651424030687,37.848975466788055,38.0621751781839,30.11009317151803,35.227930331875406,26.822059716247512,33.73756847073834,31.790335947528433,36.825733259858744,37.240606761570184,36.91304220933515,50.307772966351685,33.263626432475334,41.08810810822159,0.0,40.34314487894048,36.79180959340046,30.445364492041563,35.54214062431395,51.09230179487855,36.5852276364717,39.277692933658514,35.49490342474398,39.43162895812376
Power Caulk 20,123.85081817632933,51.60819714856636,81.78230807824147,109.54264505913225,158.1200833718863,92.55126344305111,161.6362650679881,81.8770069240239,196.85613448936354,119.76702759538749,161.4598906504015,115.44241124777498,158.31255599273362,160.56833125717495,41.342277186124136,37.66011507989414,28.27495947736671,38.454164022443585,29.860574146080403,33.87796754863186,29.769193678068714,36.89289996968308,34.454885948024845,31.303573737881457,41.91393808083969,30.5364539985148,40.37180108628923,40.34314487894048,0.0,35.0371993264014,27.53557343637905,34.374335995900914,42.99820145825843,33.501622830243335,39.728948771357146,33.81651088327579,36.59295411356246
Presto Popcorn Popper,124.55475929635074,51.38415506180028,80.39392836700745,114.25397247665472,157.34422675757853,98.56958633963178,161.49203949030368,79.4218575940102,200.18631023381263,114.14539937085773,155.08698586440525,106.55686044439038,149.37592633466568,159.32000287977166,40.001816379345726,47.613042843444326,26.438122389371703,21.010358208332804,33.1999074686652,34.16599702879448,28.7709072075862,36.951982409799164,33.7896470306391,31.12687464203458,35.60653302079501,29.577628445086283,37.094913691688355,36.79180959340046,35.0371993264014,0.0,29.81832876700677,43.829710781926636,38.70991746754812,37.00271939961951,38.18255220518792,35.14010455481655,39.65079518052034
Real Power Tool Shop,117.39480882485724,43.901185274113246,76.80134444482302,102.50487066426872,154.67747893585928,89.94923706113504,163.9054937173895,74.24929812669984,200.79802683408977,111.05680213514749,154.6045832505367,105.44018309502952,152.89492523141692,160.2781860674803,30.46651124845472,31.070029451733696,17.082419940525973,30.55479661799223,18.04079578060476,23.940296274118737,24.75198900307631,27.43733981123551,23.562772714355262,28.285948654849683,42.27670430775447,23.27772977345071,34.7189513643016,30.445364492041563,27.53557343637905,29.81832876700677,0.0,29.545755218414357,42.445176724219124,26.273820610954367,38.64964338047674,27.730806478533815,24.929587443009254
SKIL Power Screwdriver-RBS,125.46530086745676,51.890635984352166,86.71716856957174,102.14566666343877,163.67126591330936,101.5205496622006,166.391170092399,91.80664181891784,195.93240611091346,118.54665867243968,165.48696897232077,116.02436130158605,163.50688963763054,154.03279672274502,39.39673573602712,10.13825307234314,28.122042124144492,40.39068414480583,29.81206851932644,38.0221317583653,32.244440529172905,36.40862568545867,33.990415365814265,40.8120248016733,48.4140800809146,40.27546262190245,46.31599859723317,35.54214062431395,34.374335995900914,43.829710781926636,29.545755218414357,0.0,45.32417860339215,34.70853206946571,46.36531930894857,36.37928279672584,45.208518729296756
Salton Sandwich Maker,113.41924435272642,58.402825118496956,86.72801068598467,108.2131329448679,159.67043237407978,100.77233827701073,149.13121324171706,82.0290497161602,187.26145463830434,115.24052368807344,164.2028162634169,115.22146100685573,160.27437962563945,159.23347851122148,49.91628126412728,47.208956914344,38.52322264962661,42.530665378807505,45.43995452010376,44.942895240186616,39.51830440718075,39.60986760444537,35.123572305175905,35.054882701597556,31.580726688922603,45.61436713224007,51.84720742229867,51.09230179487855,42.99820145825843,38.70991746754812,42.445176724219124,45.32417860339215,0.0,47.57631079550898,45.40619162749154,46.16292320312885,41.164078421531045
Stamp Machine 17,117.20201450906404,42.66012677116086,81.71133946394727,101.2329025574174,160.83059250607917,90.31509745396511,164.6292950992564,81.9012586055443,202.0604741294089,110.63556753102834,148.96602843726814,105.28307560964974,157.78936875887712,161.7136251273839,37.39392124516989,41.378335235198264,24.88190404317605,36.00047023731528,32.79888902221258,31.668605155996133,28.10229895375546,37.3582320025931,30.507750647321913,35.32773937563955,36.73801795943407,28.39059280737054,36.218782471058404,36.5852276364717,33.501622830243335,37.00271939961951,26.273820610954367,34.70853206946571,47.57631079550898,0.0,39.25633851862698,29.86436472363094,31.142951351036217
Super Maxx Ball Shooter-RBS,124.36731257099407,64.05150479373233,89.45545307601037,119.82064862116358,162.20532493839292,107.43404678043588,162.52436494207697,93.41622937725435,193.43857518674344,125.34568769372274,168.63497652249305,119.68200127881661,166.92531850337323,165.858912046139,43.14090069270344,51.23347355852199,37.110268709711605,33.63256584864502,44.85435764541117,38.16946962253527,34.997504226873886,45.081407950626165,38.07693114303774,43.30659817369867,45.55936165243022,36.361569220923855,50.0787059189761,39.277692933658514,39.728948771357146,38.18255220518792,38.64964338047674,46.36531930894857,45.40619162749154,39.25633851862698,0.0,42.41765007465933,39.743085357497364
Wagner Paint Roller,120.14711349496724,54.5708049203048,78.36113551232272,114.85505349191548,158.8636470627789,87.51512715690951,166.90319957604555,82.07185144455775,196.90440824484384,124.3184299678745,161.79313886183476,117.08434102281137,164.60225723290566,171.32088994079163,36.23491903815743,39.67514548255739,25.5458479261621,34.214239301452906,26.52596228524503,32.9888454997086,27.46527204867222,35.171843036957554,33.64228885310975,32.12879286415708,39.45096218585725,26.867050525592617,20.110198027055525,35.49490342474398,33.81651088327579,35.14010455481655,27.730806478533815,36.37928279672584,46.16292320312885,29.86436472363094,42.41765007465933,0.0,37.9591089780867
bicycle brake 18,100.62682406634379,51.69003906237669,80.46354637349211,108.2540738587419,147.9491497278645,92.81749794291952,163.522537979027,81.72349367765788,197.49867436596358,118.8040074101326,158.90212991768706,108.89203011485672,162.42250247828952,173.34962770970898,34.272093490363076,45.865141994591056,29.54931252737922,42.53096312154604,33.52267946196468,29.24835535775758,29.21041106529721,34.94160759208039,31.36416935857618,33.81369495789701,41.92244341149159,32.094111747824215,44.65065228280991,39.43162895812376,36.59295411356246,39.65079518052034,24.929587443009254,45.208518729296756,41.164078421531045,31.142951351036217,39.743085357497364,37.9591089780867,0.0
