,Perpetuum FSH/C,Enocean Eco 100,Clarkson U prototype,Michigan U PFIG,U Texas prototype Induc Vib,Seiko Kinetic watch,AA battery harvester,Socket,Kinetic flashlight,MIDE Voiture,Bistable buckling harvester,Heel-impact shoe harvester,Innowattech road/rail,Piezo backpack straps,U Texas prototype Piezo Vib,WindTamer,Leviathan,Enviro Engergies,Four Seasons,Humdinger Wind Belt,Michigan U piezo flag,Nova Energy tuna turbine,Columbia Power Manta buoy,Wing Wave Generator,Solar heat engine w/ mirrors,Tracking system,Inflatable mat,Big Belly trash compactor,Transparent film on window,Seiko Solar watch,Seiko Thermic watch,Enocean ECT 310 Perpetuum,Micropelt TE-power probe,Micropelt TE-power ring,Micropelt STM-PEM,Solar powered Sterling engine,Solar/wind streetlamp,Kinesis wind/solar,Hymini wind/solar/crank,74 Chevy Tailgate Support-RBS,Air Compressor 22,B&D Cordless Screwdriver,B&D Elec. Polisher,B&D Weed Trimmer,Battery Op. Toothbrush,Bissel Hand Vacuum,Black & Decker Elec. Knife,Black & Decker Sander,Braun Hand Blender,Bubble Machine,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Corvette Vac 23,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,De walt sander,Dremel Electric Engraver-RBS,Durabuilt Hand Vacuum,Electric Can Opener,Electric Pencil Sharpener,Ertl Bumble Ball,F.Price Remote Control Car,Fisher Price Bubble Mower,Green Eagle Putting Cup,Hair Dryer,Hamilton  Elec. Mixer,Horseman Swimming Toy,Hot Glue Gun 21,Humidifier,Krups Cheese Grater,Mattel Bubble Extinguisher,Mini Pro Hair Dryer,Moen Kitchen Water Faucet,Mr. Coffee Coffee Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,OverRider Toy Car,Paint Sprayer,Pneumatic Air Ratchet,Portable Fan,Power Caulk 20,Presto Popcorn Popper,Presto Salad Shooter,Radio Controlled Truck,Real Power Tool Shop,Regal Ware Electric Knife,SKIL Power Screwdriver-RBS,Salon Series 795 Hair Dryer,Salton Sandwich Maker,Stamp Machine 17,Super Maxx Ball Shooter-RBS,Takka-1000 Pasta Machine,Tape Rewinder 22,Toy Solar Car,Upright Vacuum Cleaner,Wagner Paint Roller,West Bend Iced Tea Maker-RBS,West Bend Mixer,WestBend Food Processor,Wet/Dry Vacuum,bicycle brake 18
Tracking system,136.7668036895637,142.36348353729682,120.86876482192308,118.62337084999805,101.07306239630505,136.00227810030046,147.1673368421099,168.18065858960708,142.01906833742336,97.96110430343353,113.5064924162174,133.10022718661267,106.05920670465429,124.51563785047803,78.78199722162583,179.88172994827374,161.2932904332503,168.25084271175206,142.8724722650481,180.99056891414367,158.26580664485314,193.518420356007,167.09295941707353,158.26580664485311,29.18230390766002,0.0,138.69625859124943,93.85484307556916,129.8973994524348,111.89135279217749,166.14299289831803,111.27824451020578,188.26942135983828,145.07281986691808,138.25932155700798,174.70748840853773,116.67512405014867,174.74171971380918,170.5436617804022,134.81602725310222,134.9658858715492,121.67465509593856,131.05185384857901,124.64521912493912,131.27111041813055,133.44102027802433,125.0314468904657,127.12335290406135,128.88927146902222,139.66699425507164,127.08448109367012,136.25765955515033,134.3754320701745,126.62007855245326,116.40494845506635,122.45674474818095,135.81083816574437,126.95375683977372,129.01442772228944,116.78903130668147,127.75050185373038,127.52550676091252,133.86503984073647,125.55046576623043,131.9016144503275,133.4616141435921,129.39230998579689,129.73131465994044,141.44597582292957,118.31642417978276,137.23623492556464,135.52922686252577,138.46571728871098,121.94857545704093,124.01112972799166,123.82920008403808,131.6775844975253,128.77393128194132,133.23192337998617,129.15979237255561,130.05602318263604,123.2557430440794,132.6009990085207,124.65335804162808,128.10024255239318,120.20999412509265,132.0454726747002,123.36118813737635,128.7545971666638,142.9218612322764,131.96595038514278,132.57139187103826,122.75834913890131,128.6239641333941,132.35342735094895,122.64183618389538,124.09685696265792,124.540576439164,128.95626888675253,135.41063284817602
Inflatable mat,167.45486274887978,164.49974806236196,178.67742343192128,168.60365025766123,170.0587589696266,162.54435401653794,201.01742498101362,140.5267631183105,153.3174919938587,127.78562464048028,144.88584970974028,156.04211575518593,159.41931833777906,153.4959292082597,161.86570841239902,150.83286395917406,161.22532960751062,144.3083527586673,141.90958045338488,194.99070886342906,164.85255835674332,213.96346194801947,151.66248437323634,200.99058528547107,132.44999363520935,138.69625859124943,0.0,172.7867208603825,132.33432058718944,127.58978750559294,120.6107578041065,121.63202519720686,194.8561730717285,167.61611676821605,144.85234343616733,190.60839293000902,133.36510208352163,161.64125701515943,170.34183145299454,167.88985440482674,163.66502367142147,166.7344162613109,170.52768940964512,164.43863979703474,170.57139112895743,168.012880689004,167.64425425692957,170.49722998876982,165.41308500268798,167.80797163574937,167.3321599534248,168.02281053707736,165.31679550686,166.1888176132121,167.09859644311098,164.70341473254112,168.69666432395684,158.4103231978353,167.19393177754466,160.72457544973042,165.52626675644026,161.76631081201185,164.91399333637688,146.66604579864304,164.2646947916209,166.6935351850733,161.65670055856614,160.16169662447118,164.80467262152322,164.00497822466969,168.68315608284786,164.7322771360716,171.20829498256086,159.1072068325828,160.13762057290813,163.67539835474764,162.8448453856886,166.85872429990252,159.4812761781765,161.63626506798806,161.49203949030365,161.20131206079435,167.44144170605188,163.9054937173895,173.19241940391495,166.39117009239897,167.2375593731354,149.13121324171703,164.62929509925638,162.524364942077,167.79436480139765,163.89115093803872,161.03657892773944,166.94834084590178,166.9031995760455,160.17750710051791,162.76048626417366,161.80235141289165,155.50978387164045,163.52253797902696
Big Belly trash compactor,203.04004244727338,184.64516658299266,180.26448280651428,179.29213156367274,157.14128969110175,116.16429183026113,157.31110973757967,159.09672091948468,132.9104414624448,157.36201106773666,178.05423742133152,131.02446749628592,187.9360740134872,156.42460956238108,145.4338689787813,217.48225826876214,221.59705892308472,191.60012264496908,186.7837429318203,247.26380767185333,221.74574570066028,234.47127534890748,217.7325007434371,234.8081088979928,102.83965011771991,93.85484307556916,172.7867208603825,0.0,194.6520451879373,92.08150940144563,146.3050066282787,183.88994331029892,264.81172361297797,221.633538847554,214.80162381014765,233.7239574522519,165.65818888451275,176.26320207562412,163.05998274449206,193.31558596735312,206.77735872509442,190.767781092193,193.80918123385703,194.55776171251836,197.01658596966035,196.36181504002425,191.19050706727955,191.624576027221,196.8942914951097,209.5572900679694,198.4309796487578,200.19025589426553,194.54085699327788,190.2425689297874,183.50145724047428,188.11507890347272,199.4427087799393,195.2298842721715,193.49896691476084,186.0358099681132,201.46207614858585,190.68393548804278,207.41695588907612,196.86275172535682,195.02168825975144,203.54177204512527,198.82176731618102,186.8097437735913,208.77191184391796,186.42768370736042,207.9046335172829,201.79092782032848,204.52356587505614,198.08201182531275,197.08129312372222,197.262688181061,204.22510951523137,201.31600573614867,207.90947663484687,192.956046440364,194.989916512709,193.00767689675902,202.01199743995306,198.23311110018716,188.13669258552528,188.95880347558995,196.8954949216647,174.89736678063684,200.81320891295655,198.71460272768147,196.06636445032117,197.00354367145124,195.1162824039987,196.53614310142342,200.3778009676539,197.4480963303822,191.0222401641704,198.04824437123028,199.89951984969883,192.4302651887644
Transparent film on window,83.61498097853358,86.12364666216646,129.6565011152876,103.66461875927567,142.55679445271056,188.77047520668484,182.43981907358238,125.93717356277834,161.30676389082458,107.12338011853859,80.17389111257029,108.18379337286083,85.094722921517,104.9268535285459,145.61463160139306,145.36658099522032,147.43835715716497,154.3776792160088,147.85351780681373,121.71362899090185,124.62066244418162,125.28501878089202,114.91877265832643,92.96929128902525,126.84624388181035,129.8973994524348,132.33432058718944,194.6520451879373,0.0,155.6764973633604,206.30283438450266,112.35509710142512,121.41705056928132,101.37114096497638,86.12364666216646,170.7871879484581,192.8374190846459,245.4517917356069,255.05179550821953,78.65986392659977,90.47318645311134,90.73510315752033,83.58286959863902,74.25675836256454,90.9365166533966,88.89987076590342,76.3362769572702,81.8769728656914,85.44469480739781,89.05270023141378,83.60314420761428,82.74057699666585,86.29663507885404,84.51931662712094,83.12317502247753,81.35381617877799,78.02770372157545,88.19633536564426,76.98549540058488,76.33120728648188,80.80335795489344,94.56321604446131,80.77908797028817,63.33335522109162,99.10013904191511,80.47143985353247,78.9249807038474,80.44615409989053,92.18695767505817,81.77751043955314,87.16206219907144,86.24604223451549,85.07808372999358,82.53108266345272,86.4523840727,83.57083793302985,81.30755267491834,90.09990874916694,82.59349560523987,81.8770069240239,79.42185759401019,77.03336606870845,82.0652434550226,74.24929812669984,82.109540095388,91.80664181891783,90.19405739844726,82.0290497161602,81.90125860554429,93.41622937725435,89.16733730668138,80.382317892875,74.24646108486547,82.85269061972136,82.07185144455777,83.60703067827471,79.99159758636766,69.4496710716555,79.24561386160838,81.72349367765788
Seiko Solar watch,163.95035104297062,137.03439153101198,147.7665212695015,157.0876132530339,128.58618642715123,51.52351119568634,130.71791620992636,129.51599634309548,44.568714450880435,124.85886075101196,140.6617103620299,103.54844901477011,140.45522491656374,77.28257155161343,135.6701082055241,206.9712196321437,192.67207103948186,181.2742722246451,173.88927664404832,208.1741162675506,185.99100517811405,221.23710393259967,140.69448856065088,210.55569205640109,87.99497725452144,111.89135279217749,127.58978750559294,92.08150940144563,155.6764973633604,0.0,54.25164010614054,151.38172867158045,215.99461989309918,188.75456358958675,165.98452009026886,220.48978603594412,163.2434721484295,137.89130271893686,147.12607938684516,147.762695500233,154.15185208927875,147.6304577717811,144.4908376682555,144.06147534871354,148.1392454378131,143.75810829929992,148.06694776379373,143.77589163346698,138.46248374167345,152.46304329739812,144.17587516903387,149.64048995660457,143.6863125839954,143.28561052466395,143.80406818671094,141.99086589613643,146.0792380091707,144.4318158712413,143.5007205036485,146.21057178232363,146.92703129854726,136.04074033543992,146.63321065624518,144.24479350787618,146.32717633692582,147.67762685773897,139.65369371179418,144.64988883964241,150.9208380972012,140.175123629009,150.907986280589,142.97345229703484,146.44662168531238,144.35595484507263,144.87489184997798,145.75101173747322,145.17712223712002,152.23801128249306,148.46487849736855,143.04089983218998,151.27826054936594,142.8600647120648,146.27612422184626,146.69185521093826,148.08123488655852,145.08562268522016,143.34193854279215,133.7415712256306,150.57072204991607,152.231797076354,149.70268389747335,141.42890407760996,146.16602058211575,145.62810298620326,142.992194599011,143.7330782775618,147.57303070013762,146.98338624417386,151.30392116543146,145.9858219518493
Seiko Thermic watch,213.84984486706023,183.50325674151557,178.50617812762667,197.5434655309308,167.45369303006106,88.91165387181994,152.47549735101256,173.89213250674828,86.04621270571113,172.44806757457738,189.65941983744628,140.70041383165528,194.70686502270422,128.15060868285806,175.75186447169145,211.22427423619055,200.05253993326897,184.77670051821795,180.51811698703045,229.49032641375928,200.81213796217372,252.13786913152438,186.60215966109888,260.4551858804907,142.24661736066196,166.14299289831803,120.6107578041065,146.3050066282787,206.30283438450266,54.25164010614054,0.0,145.74598952051528,214.91274490886505,187.67268860535265,164.90264510603475,228.5642316311496,155.40151915868879,93.14602008891211,97.65236388609281,201.72339864039557,194.74566243884428,199.61152380927564,195.05737158540143,198.02217848887614,201.89783048593108,189.77795003062343,202.0276509039563,196.33153865062275,192.27771839884707,200.9630561166855,198.13657830919647,203.59303298204117,192.9618448390712,197.34329265348583,197.66779233821418,194.54651291329225,197.15972610240564,194.4151267569482,197.36444465515177,200.1227854281566,200.78259533532454,189.60536740623928,200.27033637152587,198.05491925708833,189.0958899809734,201.06414498664537,193.41227875991214,198.22477304168993,199.52005047100238,194.08733727484193,200.6860582958875,187.68746830303758,200.39916471074895,195.86817139844172,196.1822776338406,199.71171487763579,199.08933588295298,196.7383053022316,195.90299147642162,196.8561344893636,200.18631023381266,196.72378886356807,199.614152856423,200.7980268340898,201.73330251531593,195.93240611091352,190.84215594973705,187.26145463830437,202.0604741294089,193.4385751867435,203.56640804897663,195.24413873478358,200.02158461889303,197.74687336036584,196.9044082448439,195.1894410217125,201.48524434597056,201.04106837299574,199.4653457740862,197.4986743659636
Enocean ECT 310 Perpetuum,106.64583804527811,120.44403311409422,127.51606582294484,96.33529924510064,113.7963319735071,188.43287062509984,152.7080868296219,171.0070943059041,160.56177915276615,90.95230887364733,80.76114295681253,127.39084884066156,97.34162094442206,107.22360911515982,132.96237796623205,168.42829193041956,136.20316200766288,122.48047491439971,97.10210446769568,131.6826125319339,119.57584425575007,187.133479051665,136.76537892088263,165.19640434143898,105.33864249855014,111.27824451020578,121.63202519720686,183.88994331029892,112.35509710142512,151.38172867158045,145.74598952051528,0.0,114.3385715531883,87.09851524967584,64.32847175035798,164.3992052855151,135.04755964484144,174.8422188862063,168.7240045188831,131.5739310716167,119.17242617006727,128.66685151284253,123.03453541377712,116.54225173523986,131.8609066233917,123.56277135823909,119.38747246033931,118.89257407416012,125.42472795874313,124.72124964692432,122.52248531405311,126.63659236288964,123.64750770202482,119.74977929786806,122.60073299990134,114.8958006570159,118.38907250068877,123.0636546262777,121.836640379426,116.07521318895891,123.3672943873285,131.9862524398392,122.44949602946367,119.17559977301879,138.0221416376275,125.35176621549918,122.06981633652546,123.69962569982476,133.68505572238746,110.7333792004408,123.72182125836729,130.5178618178154,125.99134741122245,118.61641574339686,121.55057757072063,124.48552898560033,129.175800491855,123.88980761679244,117.9577047500022,123.76993987701412,118.21292913240896,111.58347517908963,126.27920375092377,114.9950969368495,128.6871148489816,122.61418843399092,132.17084464244584,119.63202184238321,114.63847981265496,129.34859997534937,128.34470213603697,122.33172344986824,114.43423616439568,121.20524807036557,127.99825484987807,119.69335583720394,125.32249856796328,113.17026914675253,117.52307491385224,122.67768473191002
Micropelt TE-power probe,135.11095158610354,137.53371823376006,160.58501752086994,148.7798609276926,179.51533373021712,249.76364247532874,212.02135879797808,207.85133243328357,222.77035847263045,164.93797227735985,136.70365701847447,166.7137085325623,144.6772229721106,157.11887548421583,195.78551281070582,164.15613993596367,132.4341524394957,167.4248360619361,152.12243884227934,105.35972613099968,108.53093986428492,115.27722178475167,151.01497064241147,108.5309398642849,171.84599219088565,188.26942135983828,194.8561730717285,264.81172361297797,121.41705056928132,215.99461989309918,214.91274490886505,114.3385715531883,0.0,55.125807879470855,50.01009980283031,146.25406981168737,189.67988566171667,236.3284542015964,231.06760734807722,166.74673541522776,156.41020384516526,168.02268694541658,159.6731099814889,151.80096733192286,165.85581683139412,156.8337343545059,157.14786294801763,153.57931278582458,163.74090517290105,158.36527282921287,161.10441760252098,163.8116954077027,155.78258684731497,159.0020295945411,156.69239016926937,156.08259373273884,155.08334042478225,166.15706837648554,154.5821168234032,154.22163974100417,163.63635115914127,175.63265255220216,160.2417670567597,156.30096505802226,172.9380933012958,163.1204709870978,163.62897359522162,155.75705572104067,167.76713029876527,154.19568920418988,152.77142715811078,162.72366421982738,158.32104160044932,151.60809231464225,154.6872930842663,160.78443477447763,159.16331064090997,159.31911404153112,154.21387404612784,161.4598906504015,155.08698586440522,154.74551968720186,163.19416378386578,154.6045832505367,157.26970794906984,165.48696897232077,167.9008393656067,164.2028162634169,148.96602843726814,168.634976522493,160.08604748299294,159.28898575195217,151.33861647364478,159.36079274019414,161.79313886183473,152.33106971891826,162.96521965392952,149.86453707084604,156.84040284995007,158.90212991768703
Micropelt TE-power ring,108.47602635758656,110.29366193024762,133.34496121735748,121.53980462418018,152.2752774267047,207.54157042656198,184.78130249446565,180.61127612977114,195.53030216911796,137.6979159738474,109.46360071496204,139.47365222904986,117.43716666859818,129.87881918070343,168.54545650719342,114.0899491214947,81.45075830480033,118.45035033801418,104.3311813297357,92.43381639970077,94.81539218855129,116.58767377946836,157.52080004317548,116.57300759129215,127.43109797875418,145.07281986691808,167.61611676821605,221.633538847554,101.37114096497638,188.75456358958675,187.67268860535265,87.09851524967584,55.125807879470855,0.0,22.770043499317875,110.33742968522914,140.64658664493834,188.35671412127283,180.55546778915715,134.3809304859234,125.39335161481266,133.39182454978913,129.2466851031016,122.51874208711061,136.47983276900658,127.34659848712674,125.95219568828733,123.66682092238449,132.18682323683348,130.2163597223252,126.84130183559367,134.27345550005975,132.34071239111302,125.6085038158256,121.91216686797617,126.59848673848448,128.54010594619075,136.52293784957808,125.32513855934755,122.39913543702019,132.4749656729162,141.1633131737059,130.04694259828833,129.26044011602113,140.08051026922476,132.58940246257418,130.24566693302052,135.11058675676196,145.90141799137325,125.55250870438762,132.06321873995586,133.2620355488295,136.2099593542963,134.63759900964368,138.43241032455362,128.954430254177,138.46705925582188,123.17137048570436,124.72187189851587,134.80010529620267,123.18110276853464,124.51335849243631,134.70899734451416,126.23555378200525,121.37869033286096,130.91258636628578,135.58643274410733,137.133913037078,128.05311910896762,141.97560507308134,133.64970971990527,130.03598599032668,115.33346760470064,127.691109047527,135.3476183253302,135.38384061185116,131.29423147723972,121.72778154395488,129.73102784582966,131.66207361417457
Micropelt STM-PEM,91.97026405950606,87.52361843092976,110.57491771803961,98.76976112486228,129.50523392738683,199.7535426724984,162.01125899514778,158.43632644554543,172.76025866980007,114.92787247452951,86.69355721564416,116.70360872973198,94.6671231692803,107.10877568138554,145.77541300787556,129.22228752559698,96.99715760284028,119.27411287572,102.11233903944901,81.72242957849117,84.10400536734168,132.46844709657415,134.75075654385756,123.61158245968412,121.83589238805531,138.25932155700798,144.85234343616733,214.80162381014765,86.12364666216646,165.98452009026886,164.90264510603475,64.32847175035798,50.01009980283031,22.770043499317875,0.0,125.72520735814147,139.73006862337627,186.3183543987661,181.09337954878663,117.15948543605904,108.302928248812,118.67258758058053,110.53390557375084,102.44854768298121,120.04865991371305,108.30360893449105,107.13776314518732,104.66703741070774,114.05746669940228,114.34723117654934,111.30574271152142,114.22444542853395,110.42826036089076,109.42740371354203,106.68229036643905,106.07249392990853,106.34179009293663,116.91576227707684,105.33716179188278,104.21153993817384,114.2605260918033,126.04540257303341,112.15275018487998,107.06212426276701,124.61939279311176,113.74464591975985,114.04172361605288,113.10284678552907,123.70310213811912,104.18558940135954,111.17256011196947,114.19353879981254,113.4399158549784,111.8675555103258,115.66236682523572,111.62003461897045,118.37253644352194,109.30901423870081,105.683748626113,115.442411247775,106.55686044439038,104.73541988437157,113.81833871652779,105.44018309502951,108.9510074408858,116.02436130158605,118.94786412193031,115.22146100685573,105.28307560964973,119.6820012788166,116.29741972828486,110.33601050827576,102.38564122996837,110.19639258468693,117.08434102281139,112.61379711253328,113.50188987634824,101.1229867390004,110.64089035302499,108.89203011485671
Solar powered Sterling engine,131.9429568815259,150.4182975757737,156.01546971503896,178.47161850805375,178.31715712847438,218.9400581982178,189.86318905380526,209.77935714894724,210.70299009705232,168.73114068297247,170.14895172057632,200.15900323466414,185.57115939586237,200.696387049215,183.57999300126687,118.9925499160488,87.15009401131124,133.6194864448975,122.52200535394581,95.6165032214358,91.71860274562071,195.72133495658693,215.87108077561908,163.26665346619043,154.2883687561971,174.70748840853773,190.60839293000902,233.7239574522519,170.7871879484581,220.48978603594412,228.5642316311496,164.3992052855151,146.25406981168737,110.33742968522914,125.72520735814147,0.0,105.28733058299437,203.83068700262945,190.94699742823792,196.84447512484218,190.46150588392172,200.67548903194512,194.39340437783756,183.10211134316023,194.04282416512336,184.968325226944,186.63754669390164,186.4472513900303,191.18980039443645,191.31279758440766,186.75229157751824,194.17270136820892,191.1525460310874,186.1945410857532,184.75020468762918,187.2835006571999,193.74444815698146,197.089322329255,187.45216827393398,183.08448644263447,194.0609043157981,191.0188768433491,191.5527929135751,189.87470927670284,195.98253757137468,191.715059730174,192.767996581172,192.49858519413127,207.68168379432643,186.2378597100019,192.64343591309745,195.54696425720587,195.14254208641185,196.152789435302,195.72090381369816,186.95082965871805,201.2178508873377,180.86400627779676,185.5845581931987,191.52542123874628,182.46944322811146,185.1980933891581,190.1861206593828,186.13942909273072,181.7312322835885,196.95218433973238,189.73713546685377,193.7196743277413,191.234663460979,200.07251109019995,191.30290516317018,190.64618114550393,174.48271935849954,186.80424977821104,198.0475519350075,196.905433876963,188.6587112264291,179.57024973696832,191.7467351417895,195.86779718039134
Solar/wind streetlamp,152.72465023151807,162.62984345529617,125.18110578820864,154.76837520057472,117.36763018038573,151.6462339942924,135.44984957782756,188.39040562486352,167.26361720174629,126.39596443795442,148.6986210631431,204.89347122847914,174.84424333223964,184.38223826015798,126.81867719694739,156.6489527528965,124.42382283013984,106.2964338279473,83.81341889667573,157.294695157881,140.14144363266814,223.872498260474,197.22293011047267,197.21515010789398,89.42364232087391,116.67512405014867,133.36510208352163,165.65818888451275,192.8374190846459,163.2434721484295,155.40151915868879,135.04755964484144,189.67988566171667,140.64658664493834,139.73006862337627,105.28733058299437,0.0,114.32119859406005,91.48123832339002,202.99693418523918,184.09165057079412,188.70620174830282,192.0543094472236,184.5961546496252,189.43643747261154,185.04975499416562,188.9506440457381,187.09351311589944,189.15443291798715,195.60559130200323,186.61012830174235,200.28940580608344,189.78922114366964,186.57101407713932,182.84923801026608,180.79058798840532,196.68584863867574,184.83556656278938,190.52118459722226,180.1230698479691,187.58409134372522,186.6935144754126,197.19422001868935,192.33226900218295,189.78107279807745,193.6162932779236,191.37699349544562,192.01365635995973,203.8380525627254,177.01045600735338,195.04172042758046,194.56408350232064,200.23666799254988,188.6094303623725,187.32721534088284,186.45501493326847,202.66620237059635,178.64579876985644,189.55521157081813,187.7100785788728,186.39325764303982,183.3445854844182,192.0873542071324,187.5569185060375,185.23033290192654,180.90057381072418,186.98866072253068,186.1012555992007,188.99235756594106,192.8280989424331,191.17352242582746,195.25132253006672,182.54333362881155,186.1053801029507,198.80510005463782,189.3112510292215,187.92416506080016,183.43777179867848,187.65467861338325,200.90233038198483
Kinesis wind/solar,209.6894529660829,186.31835439876613,162.10914672502133,190.44901805946435,153.04827303927533,89.88623723656437,118.52060566047714,172.0014492307248,115.2244032696339,179.95747258624937,201.5453938908954,170.6586092790007,210.52488619112924,156.70251257651933,162.49932005583702,182.53790466020047,150.31277473744382,155.60333799664565,130.27929560352652,218.9745950850072,203.98162624566612,252.43752225458542,208.58787063152886,239.45015085512478,149.2046641727857,174.74171971380918,161.64125701515943,176.26320207562412,245.4517917356069,137.89130271893686,93.14602008891211,174.8422188862063,236.3284542015964,188.35671412127283,186.3183543987661,203.83068700262945,114.32119859406005,0.0,36.081892736786465,229.54605736617393,214.09051000560066,224.1727876252245,217.07924061869912,220.3017315778854,219.81746969987375,208.6890948755701,221.61154952489866,217.0662120639022,218.48520388655143,226.81045929913864,224.98417624453705,229.8792510415443,217.3706873244547,215.89382599077862,212.64525426080024,212.483587723515,222.75641041385407,214.48545397615013,221.22922042438057,221.3073106276774,227.71287041458163,217.94006040284955,229.53716859029342,226.7326431017074,219.70165642017884,228.2985682715667,223.24402656423132,229.74792264100947,234.09485515311093,212.23371853715616,227.78425182024628,217.85574062024608,230.03105710270603,224.05516567904112,225.90702374859512,225.5814438517104,233.50222177946756,217.95707322805325,220.03337081634498,224.074915174345,220.38975925694626,220.16521318789975,226.72407449313891,226.62187381485643,222.11528094797995,215.23489990739748,217.3104760254676,222.34105753771775,226.21913812186932,218.6503679318413,222.91880348520544,225.27598697507077,227.11923671016783,216.21436540769398,228.37277383171087,223.29905775703853,220.59582453098247,224.05063913052862,220.15292718276794,228.12456138055848
Hymini wind/solar/crank,230.02346728362107,203.1139802647033,178.78094715548093,210.49875742804437,170.14870307584619,125.38989518236022,130.1310789958306,206.8746825975571,150.72806121542973,199.17827961074815,223.39218705136852,188.55193098507118,237.4517011869994,192.20617052231515,180.90064186375156,194.27492449489318,162.04979457213653,167.4598643414199,142.1904415136804,236.7157597855616,220.5950151211959,244.70049542384317,243.40552684081825,258.48801441168484,141.3613578727422,170.5436617804022,170.34183145299454,163.05998274449206,255.05179550821953,147.12607938684516,97.65236388609281,168.7240045188831,231.06760734807722,180.55546778915715,181.09337954878663,190.94699742823792,91.48123832339002,36.081892736786465,0.0,261.1417973919103,249.62577429404894,250.2995463673359,247.45969463823263,251.52345953112956,255.34964182366437,244.22126699936064,252.7725733023601,244.83169534828352,254.01978347892438,262.3357623975385,256.2639754695991,265.4014619752864,251.6018758423441,251.43149774780926,243.40132915640712,241.65028642983816,253.37051195393735,248.71973465869723,251.86844468063026,248.566003571585,258.1381061295921,249.51799742729793,263.74052762626354,262.26103836476494,245.88432028837545,261.1211432308578,258.75764570007567,254.66263866397168,267.0060605518125,242.754204865158,263.3033705893307,251.3132839356069,265.5323075799196,250.7836770224163,252.4276576257335,258.35077365483835,266.3558179508559,247.63872297250714,255.5741347380333,256.0859832934648,253.17228525689615,249.49399221976,258.8774949925786,259.29457546829974,250.86459043661608,242.68375966794645,249.43807131471866,244.54860265985383,256.2944504268179,248.5335679937372,257.14380767377946,257.28144393157265,254.49215902744655,251.7489450000669,263.894984765453,249.98224480153308,256.1365884526708,255.3335305202483,254.38102353599965,259.5318544489712
74 Chevy Tailgate Support-RBS,95.86616865832201,108.00697140297879,126.62173532104703,103.71115981623655,134.12942802615532,166.57247885100065,173.90944023750558,126.88778973720713,143.79753089852753,106.8994348627455,82.96742696121156,109.18179651602998,57.347690820207816,81.28837722147223,138.59248656709917,176.355158125884,159.54496637352997,159.79175816459133,140.1007188324642,136.3456673640946,138.79343266730385,176.35515812588403,117.46956843435837,124.94486724354942,131.5037978659318,134.81602725310222,167.88985440482674,193.31558596735312,78.65986392659977,147.762695500233,201.72339864039557,131.5739310716167,166.74673541522776,134.3809304859234,117.15948543605904,196.84447512484218,202.99693418523918,229.54605736617393,261.1417973919103,0.0,49.33533785675371,38.87809875845048,43.26523311236122,28.70782789254004,40.30011286447349,37.30831066824902,35.61418191361514,41.787675929132085,34.6500343963276,39.90136989834204,32.00018989664999,19.093184734493164,41.97515195397556,33.28189626742659,33.59462661480945,42.15127423016443,36.35939960165048,42.288856302383195,32.459985473798696,32.79303201910935,35.64993039837515,51.240635365256274,31.513156330231105,34.83422897555279,57.485658530474005,36.22464733462447,36.99360985673025,48.09218354651526,48.57525546413881,36.33587470170826,37.38633684442507,41.21210148803582,30.17806458548279,45.782405204565976,49.27912999839165,36.67862825675951,38.82506925247962,37.84897546678805,39.845137423075954,41.34227718612413,40.001816379345726,37.84346987867593,36.72437302595411,30.466511248454722,42.94434265937687,39.39673573602712,40.6770484023694,49.91628126412728,37.393921245169885,43.140900692703454,45.78174775336825,35.86502827538793,37.24676467977703,37.88857376788145,36.23491903815743,46.639754440874626,40.65334739876046,33.7994093235619,45.17330081542786,34.272093490363076
