,74 Chevy Tailgate Support-RBS,Air Compressor 22,B&D Cordless Screwdriver,B&D Elec. Polisher,B&D Weed Trimmer,Battery Op. Toothbrush,Bissel Hand Vacuum,Black & Decker Elec. Knife,Black & Decker Sander,Braun Hand Blender,Bubble Machine,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Corvette Vac 23,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,De walt sander,Dremel Electric Engraver-RBS,Durabuilt Hand Vacuum,Electric Can Opener,Electric Pencil Sharpener,Ertl Bumble Ball,F.Price Remote Control Car,Fisher Price Bubble Mower,Green Eagle Putting Cup,Hair Dryer,Hamilton  Elec. Mixer,Horseman Swimming Toy,Hot Glue Gun 21,Humidifier,Krups Cheese Grater,Mattel Bubble Extinguisher,Mini Pro Hair Dryer,Moen Kitchen Water Faucet,Mr. Coffee Coffee Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,OverRider Toy Car,Paint Sprayer,Pneumatic Air Ratchet,Portable Fan,Power Caulk 20,Presto Popcorn Popper,Presto Salad Shooter,Radio Controlled Truck,Real Power Tool Shop,Regal Ware Electric Knife,SKIL Power Screwdriver-RBS,Salon Series 795 Hair Dryer,Salton Sandwich Maker,Stamp Machine 17,Super Maxx Ball Shooter-RBS,Takka-1000 Pasta Machine,Tape Rewinder 22,Toy Solar Car,Upright Vacuum Cleaner,Wagner Paint Roller,West Bend Iced Tea Maker-RBS,West Bend Mixer,WestBend Food Processor,Wet/Dry Vacuum,bicycle brake 18
Bubble Machine,39.90136989834203,43.64778281144354,46.07650555433059,44.00497140810686,32.727465018154504,38.45997774423974,40.58895291171618,36.73270962181675,42.99412788794338,31.112191156502394,0.0,31.728566651496763,33.67581556289818,48.33510146130032,27.28220676679033,42.013910280223556,41.84768816371355,39.80262523668647,43.53307137538304,36.668867104394806,40.52056493287384,36.586826497121876,39.64326610241225,17.479273130932135,38.44737613168502,57.457219826067636,29.195480354475578,26.22506914823188,47.153798347840144,39.43720905139082,39.25202194089041,24.159679423108823,44.66455123566333,30.934184774064402,46.233199021654634,47.897818698582014,33.993787287665285,35.24716325021119,34.056797025746825,42.82517189210065,37.65507188371125,35.35073517971487,35.45875535412253,35.31813802002158,29.57197625140807,43.63435770986512,43.336119164150865,41.97831071147529,52.234252744893425,35.06907994354638,43.40270943269874,39.21312916890813,34.525756028645105,31.41253635861761,31.832084151279982,25.949217265148228,47.08665113805861,38.087562603784704,33.63893499758418,39.890839083018115,39.17394915263335
Bumble Ball Toy,32.00018989664999,36.6152788390488,33.07417449519208,39.64637926633715,24.890333639618365,29.177176023741282,31.94414322803847,28.392099101261515,34.825676276505746,23.828275123377427,31.728566651496763,0.0,25.575051677641166,41.594040583911834,28.309952724655346,32.36038691654386,36.169225121125116,31.539613827515247,34.40009839588657,30.438106039457576,28.926264428126043,15.250994375534274,33.90826414670397,24.807395142395105,31.75819976896239,53.39464492330941,25.341949007300197,20.076444032845885,46.24973600699237,38.75512443135343,29.449351267484857,31.12349391909573,35.64531750290719,27.94959940633412,42.751135102750375,44.54655785947297,23.945913466891888,35.922460931943675,26.822059716247512,28.710140735547235,29.860574146080403,33.1999074686652,28.222879074677014,25.865611239709025,18.04079578060476,34.1886180194164,29.812068519326438,30.322725194943494,45.43995452010376,32.79888902221258,44.85435764541116,36.56399082204227,29.57910150824221,20.17354698528139,26.250011304145936,26.52596228524503,43.73922730783407,31.099779585548422,23.236907256920183,36.7532209633443,33.52267946196468
Cadillac Slide-Out Visor-RBS,19.093184734493164,43.35769910264397,36.785929961447714,39.53647509551985,26.5448813682253,35.36269772063699,32.457531595833686,31.642234704592504,36.56216575404547,26.807843205210432,33.67581556289818,25.575051677641166,0.0,39.53235409529526,25.464842613844056,34.30612692836595,36.06049302016903,29.563123778492155,37.741509854106475,31.798600290555292,31.18400507579306,31.446499259110208,44.39287968214395,24.24669724525474,29.831441445332516,52.708680473679074,29.052314674580106,33.745877059804585,43.90213161374316,42.112734571110295,31.846790724720012,29.67914940709396,39.182546801789925,22.444951922717074,43.101925820129125,45.12312153148985,25.587576493708347,36.86892772380369,33.73756847073834,33.191411588428124,33.87796754863186,34.16599702879448,33.00521397479012,27.93290347314377,23.940296274118733,38.95496728627998,38.0221317583653,35.320072841452884,44.942895240186616,31.66860515599613,38.16946962253526,40.11935121675245,34.202883188640094,29.245109314989936,30.268487534196982,32.98884549970861,44.1523257969221,33.220987737042016,28.695716905200825,41.27482036967387,29.24835535775758
Corvette Vac 23,41.975151953975555,38.80849095084897,51.436153384096166,39.09437396997229,30.46482309029092,37.09450724449523,21.939425851468233,34.88257368564909,34.43506839206393,36.8587009583711,48.33510146130032,41.594040583911834,39.53235409529526,0.0,36.226298296015514,35.462472017481126,32.34319625891191,34.11099228378161,30.070865363238262,26.74973197042747,29.841433531497096,42.963965580509125,55.11077208943566,39.50127736986454,39.74674174268732,54.045153410807,40.813356993636454,38.76910815064093,39.34998397835208,43.89431742278855,29.035371152662893,32.29709185896039,38.71976979685415,32.63064373174751,34.62223279995208,36.43728444493309,40.30641782584328,39.45459957762036,46.90069391226158,31.831672199950837,40.81278297682695,33.16111548837494,31.5383060617076,41.505593185071284,35.48476363753102,42.615449004148346,44.99702153089457,40.72847119504498,42.487029123471174,35.07807933408709,39.95038040248758,40.30610242615291,40.97403389199917,43.66419617141675,29.01738815889265,34.56193835994762,33.77997277963509,36.16315023772217,26.319209178341215,34.181676289720876,45.99455864258302
Crossfire Game,33.281896267426596,40.14915850876433,37.40113271874422,33.152946886685044,25.20621607175753,30.876031753342154,30.389482426458727,25.971838846966868,33.31893100742955,27.676200554099605,27.28220676679033,28.309952724655346,25.464842613844056,36.226298296015514,0.0,30.313511613273914,29.062885404689,31.02762268254285,35.34740483205139,27.966151714847438,29.641476034752227,33.40538363374383,40.616886169095515,24.556690281336774,31.360134319539327,53.9479370305429,26.860676905444397,28.614547338514747,32.56868319730494,45.97714846405713,23.155503486024433,29.27347312895732,40.8948510148196,26.90036998849667,41.776561196784854,43.22475377700927,29.418024110970077,37.97176172703534,31.790335947528437,39.2446033565391,29.769193678068703,28.7709072075862,28.470491514936764,31.898174093348775,24.75198900307631,32.3942536974948,32.2444405291729,38.85490095291044,39.51830440718075,28.10229895375546,34.997504226873886,37.466463591870614,29.09968277455727,29.197291925928695,24.395258580628663,27.46527204867222,42.38757528324932,31.26549353645352,30.289545286472208,35.66881819760921,29.21041106529721
Dazey Fruit & Veg. Stripper-RBS,33.59462661480944,45.23319226277824,38.67222497843591,30.299635733801598,26.206654411650096,37.309962545307314,31.159337483279252,19.91989054820944,24.864315069805485,29.259501131266326,42.013910280223556,32.36038691654386,34.30612692836595,35.462472017481126,30.313511613273914,0.0,22.423795956826197,29.186738531497753,34.70562138214422,21.32030897224129,21.01082938902554,36.27953454457091,48.077545687296976,36.48033756959477,35.73038846527116,50.664210078976296,32.585070243567834,36.43198034656213,43.47021253732348,47.30782420613758,22.130927219241446,38.91379459651959,36.23111819005456,36.17869890425097,34.84841523116093,35.91207532200047,35.00902348791492,40.182163822016776,36.825733259858744,37.99477948914097,36.89289996968308,36.95198240979916,24.735983361086152,32.72513650833327,27.437339811235507,34.63999337552209,36.40862568545866,36.36355720488877,39.60986760444537,37.358232002593105,45.081407950626165,37.58246540300437,36.01275015463541,37.77616634163391,32.75169306613452,35.171843036957554,35.5981676705514,32.95303103057942,26.063900425625146,40.293141567182985,34.94160759208038
De walt sander,42.15127423016444,39.036793577422266,41.06733920141069,23.37507644133975,24.86022432972315,37.799718144134886,27.31628642920971,16.955129845035323,12.735499536720399,25.91533555688733,41.84768816371355,36.169225121125116,36.06049302016903,32.34319625891191,29.062885404689,22.423795956826197,0.0,27.293773941825737,25.8073691301486,26.049402347728286,23.679292506685208,32.29705779153727,44.842077048530285,34.99663386410062,32.21950763483625,49.00073673995754,32.09917205812648,38.89708359677128,40.1059560764443,41.690542790879256,18.75743045316418,35.51505152178391,36.42652079374546,35.476507299661485,29.78533981428444,31.2965648688688,33.10404969071633,41.79076592856063,38.93960468972831,32.555654695969544,36.09841140285169,32.03840844100413,17.920996741285997,31.24184721797372,28.33827961194774,34.85198720324497,38.680952595293796,35.05099218221798,35.08731826489558,32.66513618088579,40.503085462633244,32.7275356325618,40.45000261113755,37.23646082259694,27.893717357797428,36.81438905375603,30.65663153599067,28.1345103255312,22.838601911239053,33.06058204132161,38.80671582936397
Dremel Electric Engraver-RBS,36.359399601650495,37.62977611785587,36.13677584735895,19.745671386733058,23.859222281873116,32.69664468998194,27.41976539344409,21.061400842080808,23.649014273478496,23.76947401595458,39.80262523668647,31.539613827515247,29.563123778492155,34.11099228378161,31.02762268254285,29.186738531497753,27.293773941825737,0.0,33.716845659064454,16.443528086566456,29.010976118937812,30.408655356801397,43.429099160057135,31.510083578473928,29.76012127940137,48.86053654266871,24.01401394094527,32.59242831543873,35.981680009981346,42.30268469821568,28.370828362213896,37.91920822112603,34.96440522199428,30.195529776499065,39.24534866709588,40.372035478754476,31.75506392742381,40.56687802821606,37.240606761570184,31.374517761778083,34.45488594802484,33.78964703063911,25.31151951769929,24.131646771273342,23.562772714355255,29.393840151880255,33.99041536581426,34.01843739560965,35.123572305175905,30.507750647321917,38.07693114303774,31.412581308270898,32.39312504824536,34.90836486537595,25.99813962072065,33.642288853109754,40.25813798136037,29.53927324253162,18.60751783353758,39.33813193117396,31.36416935857618
Durabuilt Hand Vacuum,42.2888563023832,37.685772536744295,33.091186626210344,36.01211064362796,27.193717249548737,33.642727523211576,26.59105050476051,32.40967213863084,29.548576834097112,31.856797200620875,43.53307137538304,34.40009839588657,37.741509854106475,30.070865363238262,35.34740483205139,34.70562138214422,25.8073691301486,33.716845659064454,0.0,30.25897872249224,33.75730812227191,29.234614320139244,46.518977986818115,36.39519717455988,36.20550907764284,52.37485999983219,36.30922050463785,37.722139950829664,48.57264704859667,44.07542654071609,27.160818864549665,36.02399346085734,37.90999832040191,38.04811052499584,38.69741531743936,40.80434291065416,37.21989200234472,42.382560823069774,42.02234736884718,34.65469159657761,34.049095897215345,33.35255379360538,30.760273407586702,33.21371695613442,31.737681168856092,45.19977156041774,32.44045407164411,39.210917998381774,43.632234912280666,40.42525396038296,38.79215696783561,39.52959626190579,45.30939486643438,43.554436050599406,31.651930740176855,37.554941081941244,39.602144852017055,34.996635241786336,30.492523174179446,25.813969447913863,47.36273791478984
Electric Can Opener,32.459985473798696,38.01047627442465,36.76972903739719,24.075503259111144,16.395132636801588,30.437597273060355,24.988379571304456,20.70848673935337,20.89976682515782,22.963649856860293,36.668867104394806,30.438106039457576,31.798600290555292,26.74973197042747,27.966151714847438,21.32030897224129,26.049402347728286,16.443528086566456,30.25897872249224,0.0,21.336252482118645,33.6653598798352,42.84037722338428,31.667878874773944,31.004598834613205,50.752612736082995,21.02221953243988,29.90023891290391,35.21276178532443,40.684820651873316,20.372319814323127,32.04984156952565,33.5006145399216,29.944961684515246,36.119663401233616,38.639234011785376,31.27407689760792,39.33370729798924,36.048265219325806,32.593226441248156,33.37032014307447,32.41693349839822,18.924287732458332,27.443092512197914,26.444954476575674,28.154032047713734,32.46564969596652,32.903781234106205,33.77011902494241,32.57185205945202,40.16566836083447,32.59229464268564,27.30883923817964,34.257059264519086,26.3540622341158,30.346170944561422,36.628412480339406,27.021517632310616,15.847704013005254,35.21002631571364,34.800582200440466
Electric Pencil Sharpener,32.79303201910935,37.872001844342044,37.968180368527676,34.00531405753812,19.49099174119997,35.047860523785936,28.26929435118418,22.443218243263672,27.344071686239673,29.747394711194595,40.52056493287384,28.926264428126043,31.18400507579306,29.841433531497096,29.641476034752227,21.01082938902554,23.679292506685208,29.010976118937812,33.75730812227191,21.336252482118645,0.0,34.183710884044764,44.564813127233215,32.41680559402923,31.5950078896783,52.23244040835379,29.73374564647593,34.97261968396132,37.65382388582269,39.43414367862654,15.540474102521754,32.46290808177454,39.72811410920599,32.82923872493791,27.528500159182396,29.12339192560877,27.56110795161313,36.80830262116872,34.33258624301453,32.51950858836591,37.5753047716156,28.665900927351952,18.004726693588978,30.35376971429498,24.698325433996683,30.60530491742454,33.577304503784795,39.7659588475584,33.18563218600862,29.550030252929467,40.618471909319744,34.166328748596506,33.95104518777681,25.999233293252423,23.75552687575049,30.87153826588864,28.325182432212554,24.950041258710105,19.225171600378207,29.814806330759836,32.719485628684865
Ertl Bumble Ball,35.649930398375155,38.69726067646636,29.671356603347704,36.2272047478217,26.234920963529525,28.062382408468356,34.74884993734814,31.059013368098533,34.215552551970234,25.386260917548803,36.586826497121876,15.250994375534274,31.446499259110208,42.963965580509125,33.40538363374383,36.27953454457091,32.29705779153727,30.408655356801397,29.234614320139244,33.6653598798352,34.183710884044764,0.0,35.513818116495194,25.39439693307073,30.947163711648702,49.94019248835394,25.586891040863282,25.510854316728615,49.465392393939794,40.696726551206496,32.60311569227251,34.149342400334014,35.417736614837686,30.320482323137725,41.310888093536114,42.88229215158867,24.308511958723997,36.719467314072766,32.2587180208052,29.97126847474648,30.19853727957774,36.084054512273994,30.59134361119147,25.993976231614784,18.655715393916388,39.40840685567434,29.166462689762533,30.069825085870836,47.03083071626282,35.04839962588319,45.96532645123602,34.79752769718255,35.18354313736228,27.37607699597914,29.064593073083007,31.55717027929432,42.41144745916321,32.75645141001551,25.602832620456304,35.83027272186273,37.57774998520315
F.Price Remote Control Car,51.24063536525628,45.67713085375098,39.482056567525184,39.96113906348704,37.799889156627344,29.808160075162,47.62218372279182,38.374897135339765,42.06693536735394,28.1878985368462,39.64326610241225,33.90826414670397,44.39287968214395,55.11077208943566,40.616886169095515,48.077545687296976,44.842077048530285,43.429099160057135,46.518977986818115,42.84037722338428,44.564813127233215,35.513818116495194,0.0,35.56942699002379,40.408534061167956,46.58584485276164,32.79840656446306,27.7525885118487,60.22123967289242,52.89108184926586,44.992249206954405,45.44603371022208,42.810468211961954,44.03122384759497,55.592039718496984,57.32707097653696,28.08564817978412,44.33349783399629,40.60451701125045,41.21978320314536,41.7165635172884,45.61386724681873,42.708728531032875,34.233311644979835,35.90972426704064,41.00954641563841,40.37303350071652,40.44360160123946,52.973365175661094,49.98778593792046,58.01178811148792,42.19847090473554,36.693743258292855,35.39756697931146,38.25365665067923,33.41741702747758,56.51553437015694,34.52814604995964,40.38955923199293,50.36389807166472,52.9599310633493
Fisher Price Bubble Mower,31.513156330231098,38.88932485453932,40.17170750059347,35.384921899664526,24.316146167776292,32.338702523580565,32.0499232826564,31.903400801015508,36.40051455950094,26.321899605045253,17.479273130932135,24.807395142395105,24.24669724525474,39.50127736986454,24.556690281336774,36.48033756959477,34.99663386410062,31.510083578473928,36.39519717455988,31.667878874773944,32.41680559402923,25.39439693307073,35.56942699002379,0.0,29.166071339513202,53.06775377347581,22.564803324256737,24.89001201215244,42.1557110749124,36.76325895767095,33.22290484534817,22.296921930395428,38.01954650602379,21.49499514696355,37.27866736404408,39.1114889343784,25.469653064204625,28.86737540461662,28.693355888290547,31.90482492725569,30.32385054773864,28.928017029995235,29.976048842580457,27.811466126943596,21.8915215495663,39.95679851536324,37.67141272268923,35.28840908329274,45.499839175327075,26.903870251021825,38.059196102414234,33.953568687254936,28.381822388683936,24.44989294267153,24.092361296928193,21.605113488770918,38.13388259972813,30.56219565373703,24.417827235503516,34.12655397804542,33.148971352742834
Green Eagle Putting Cup,34.83422897555279,36.37916204678459,39.44904960159844,29.693951128310978,27.75840204125688,35.741727353013886,37.981180744502055,29.64026258981312,34.07916799621482,25.40752310629828,38.44737613168502,31.75819976896239,29.831441445332516,39.74674174268732,31.360134319539327,35.73038846527116,32.21950763483625,29.76012127940137,36.20550907764284,31.004598834613205,31.5950078896783,30.947163711648702,40.408534061167956,29.166071339513202,0.0,48.36739763072341,26.87016324224579,30.81266783074511,39.147587715279855,40.61285109066801,34.46920626649665,35.24070162839276,37.28539602108016,30.43251434054652,36.817292795155105,40.49066669850799,25.32396717999093,33.51833987638566,36.91304220933515,32.05709738059648,31.303573737881457,31.126874642034583,32.287815967518476,29.034254190380725,28.285948654849683,38.82567421454099,40.8120248016733,36.49124305369125,35.054882701597556,35.32773937563955,43.306598173698674,36.464041417837535,32.731329570330885,31.828237636362314,30.67543945042279,32.12879286415708,37.90301170476339,22.32597499278371,25.263203900306536,32.358516122914715,33.81369495789701
